응답자ID,답변 ID,시작일시,종료일시,D1,점포,고객기대수준,낮은 기대수준 이유,과거 부정적 쇼핑 요소,고객인지품질,고객인지가치,직원 서비스,정보 제공,상품 준비,신속 결제,매장 환경,인도 만족도,인도 불만족 이유,실 대기시간,적정 대기시간,불만 제기 유무,불만 항목,불만 처리 과정 만족도,재이용의향률,제공받고 싶은 서비스,추가 의견
316.0,815-66-40814,2024-04-22 14:33:05,2024-04-22 14:35:27,0524041314700024,명동점,7.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,인도장이  가까웠으면해요,
317.0,100-83-93127,2024-04-22 14:35:05,2024-04-22 14:36:22,0124031302300001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
318.0,661-14-82905,2024-04-22 15:03:17,2024-04-22 15:05:46,0124032417100002,부산점,7.0,,,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
319.0,877-54-05082,2024-04-22 16:42:11,2024-04-22 16:45:51,0124040517200003,부산점,1.0,기타: 부산점 브랜드가 너무 없음,,1.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,기타: 유니버스클럽 온라인몰 처음엔 전품목이 거의 다 적용 되었는데 매달 갈 수록 사용도 어려워지고 꼼수부리는거 같습니다,,예.,유니버스클럽 온라인몰 적립금/쿠폰 사용 브랜드 제한 없이 모두 사용,부산점 브랜드가 너무 없어요
320.0,241-01-94373,2024-04-22 17:01:19,2024-04-22 17:05:15,0124040718400007,부산점,6.0,,,6.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없습니다.,브랜드가 롯데보다 다양 하지 않고 입점 브렌드상품도 품목이 다양하지않았습니다
321.0,490-10-01197,2024-04-22 17:11:10,2024-04-22 17:13:36,0524040331200006,명동점,3.0,과거 부정적 쇼핑 경험,"직원 불친절, 상품 결제 과정 불편",3.0,3.0,1.0,2.0,2.0,5.0,3.0,4.0,인도 시 장시간 대기,10분 ~ 15분,5,불만이 있었지만 제기하지 않았다.,"직원 불친절, 상품 품절 및 다양성 부족",,예.,가이드주차 엄청불편,
322.0,933-51-32377,2024-04-22 17:27:51,2024-04-22 17:29:36,0524031905200005,명동점,4.0,기타: 첫 이용으로 인한 기대치 없음,,7.0,6.0,5.0,5.0,7.0,5.0,6.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
323.0,858-77-33054,2024-04-23 14:02:05,2024-04-23 14:04:12,0524031625800061,명동점,6.0,,,6.0,6.0,5.0,6.0,4.0,5.0,6.0,4.0,인도 시 장시간 대기,10분 ~ 15분,5분,불만을 제기한 경험이 있다.,이벤트,예.,예.,프로모션,인터넷 매장 품절이 너무 잦습니다
324.0,831-03-66004,2024-04-23 14:16:32,2024-04-23 14:18:13,0524041334200065,명동점,5.0,,,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
325.0,450-82-74645,2024-04-23 14:29:10,2024-04-23 14:30:13,0124041508200008,부산점,7.0,,,1.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,,,,불만이 있었지만 제기하지 않았다.,"이벤트, 상품 품절 및 다양성 부족",,아니오.,,
326.0,625-22-19259,2024-04-23 14:24:49,2024-04-23 14:33:35,0124041404100003,부산점,4.0,기타: 인천공항이용시 마감시간이 정해져있는 제품이 있어서 구매를 못했어요,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,오랜만에 잦았기에  어색했는데 직원분들이 친절하게 살 도와주셔서 편리하게 잘 이용할 수 있었어요 예전에 비해 규모가 다소 축소된(?) 듯 했어요
327.0,862-17-07772,2024-04-23 14:52:19,2024-04-23 14:53:38,0524040402700005,명동점,7.0,,,7.0,5.0,7.0,7.0,2.0,5.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
328.0,790-71-43736,2024-04-23 15:00:03,2024-04-23 15:01:52,,부산점,4.0,"과거 부정적 쇼핑 경험, 타 면세점이 익숙함, 지인 및 친지의 부정적 견해","상품 품절, 타사대비 이벤트 미흡",4.0,3.0,6.0,6.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,
329.0,394-50-08116,2024-04-23 15:09:00,2024-04-23 15:11:17,0124041018300006,부산점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,무료커피,코로나도 끝났는데 생각보다 물품수가 너무 적었어요. 코로나 이전의 아이템수로 언제쯤 돌아갈수 있을지요?
330.0,701-62-32160,2024-04-23 15:31:02,2024-04-23 15:31:40,0524040423200004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
331.0,213-48-33069,2024-04-23 15:32:57,2024-04-23 15:36:04,0124040309800002,부산점,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,아니오.,아니오.,롯데처럼 다양히지않다,
332.0,604-67-78364,2024-04-23 15:38:40,2024-04-23 15:41:03,0524033102400022,명동점,5.0,,,5.0,6.0,6.0,7.0,4.0,5.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,감사합니다~^^
333.0,718-71-32962,2024-04-23 17:25:15,2024-04-23 17:27:27,0524040214000001,명동점,6.0,,,6.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,인도 시 장시간 대기,16분 ~ 20분,10분이내,불만을 제기한 경험이 없다.,,,예.,,
334.0,732-69-13681,2024-04-23 17:33:46,2024-04-23 17:37:32,0124040617400002,부산점,7.0,,,5.0,6.0,7.0,7.0,2.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,제품이 다양하게 구비되어있지않아불편했습니다. 그외에 만족합니다.,고환율로 백화점보다 상품가격이 높아 면세점 이용이 합리적이지 않았고 그에 따른 서비스가 개선되어야겠습니다
335.0,332-25-60839,2024-04-23 19:09:26,2024-04-23 19:11:54,0124041202900001,부산점,7.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
336.0,590-33-69345,2024-04-23 19:27:26,2024-04-23 19:31:14,0524041434000006,명동점,7.0,,,4.0,4.0,7.0,7.0,6.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,보관서비스,보관서비스가 없는건 다 마찬가지겠지만 외국에 가지고갔다오는게 불편하네요
337.0,870-99-79337,2024-04-23 22:16:34,2024-04-23 22:17:26,0124032307900003,부산점,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
338.0,797-37-70968,2024-04-24 01:16:30,2024-04-24 01:36:20,0124041417600003,부산점,4.0,"과거 부정적 쇼핑 경험, 타 면세점이 익숙함","직원 불친절, 상품 품절, 타사대비 이벤트 미흡, 기타: 인터넷 면세점 대비 적은 할인율",7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,"직원분 성함을 기억하지 못해 아쉽습니다. 신세계 면세점 클라란스 부산점 직원분을 정말 칭찬합니다. 2024년 4월 14일 오후 5시 경, 제가 환율차액 부분과 할인율로 구매를 재고하고 있을 때, 신세계에서 진행하는 할인율이 합리적이라는 점을 전혀 부담스럽지 않게 설명하고, 네이버페이와 함께 진행하는 할인 부분까지, 제가 고민하고 있는 부분(인사이트)을 정확하게 파악하고 그 부분에 대한 해결방안을 주도적으로 생각해 제시해주었습니다. 사실 다른 브랜드 매장 직원분들도 친절하긴 하셨지만, 마감시간이 임박하여 매장 자리를 비운 경우도 많았는데, 이 직원 분은 처음 매장에 들어간 순간부터 나가는 순간까지 책임감있고, 웃음을 잃지 않으며 침착하게 하나하나, 모든 진행과정을 순조롭고 깔끔하게 진행해주셨습니다. 해외 거주지에 도착하여 상품을 열었을 때, 제가 사용하는 제품을 위주로 샘플 또한 신경써서 담아주신 정성에, 물건을 구매 했다기 보다 선물을 받은 듯한 느낌을 받았습니다. 직원분께 정말 감사하다는 말씀을 전하고싶습니다."
339.0,103-98-83560,2024-04-24 08:04:27,2024-04-24 08:07:58,0124032118400001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,특별히 바라는건 없어요,제품의종류나 색상이 다양하지 못한점이 아쉬웠어요
340.0,303-52-62026,2024-04-24 14:19:38,2024-04-24 14:22:07,0524041105000011,명동점,4.0,타 면세점이 익숙함,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
341.0,461-41-32551,2024-04-24 14:26:43,2024-04-24 14:27:13,0524041525800002,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
342.0,607-73-37628,2024-04-24 14:32:33,2024-04-24 14:33:17,0524041234200094,명동점,7.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
343.0,312-48-77038,2024-04-24 14:36:14,2024-04-24 14:39:05,0524040412600006,명동점,5.0,,,5.0,4.0,5.0,7.0,7.0,7.0,4.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,구매하는 제품의 샘플을 조금 준비했다가 함께 제공해주었으면 좋겠다,
344.0,752-29-89521,2024-04-24 14:58:07,2024-04-24 15:00:29,0124032911700002,부산점,1.0,과거 부정적 쇼핑 경험,타사대비 이벤트 미흡,2.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
345.0,877-52-77494,2024-04-24 16:08:09,2024-04-24 16:09:30,0524040637400011,명동점,5.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
346.0,457-37-47333,2024-04-24 17:12:56,2024-04-24 17:15:35,0124033005000002,부산점,5.0,,,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,기타: 없다,,,불만을 제기한 경험이 없다.,,,예.,,물건이 너무 다채롭지가못하다
347.0,288-88-23971,2024-04-24 19:16:12,2024-04-24 19:18:04,0524041316200008,명동점,4.0,타 면세점이 익숙함,,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,기타: .,,,불만이 있었지만 제기하지 않았다.,직원 불친절,,예.,,
348.0,953-56-21306,2024-04-24 22:57:51,2024-04-24 22:59:15,0124041011300001,부산점,7.0,,,3.0,5.0,4.0,4.0,2.0,4.0,4.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,코로나 이후 상품의 다양성이 부족.
349.0,115-69-68664,2024-04-25 08:46:03,2024-04-25 08:47:07,0124041217100002,부산점,6.0,,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
350.0,349-15-11638,2024-04-25 14:06:33,2024-04-25 14:06:51,0524032325600036,명동점,7.0,,,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
351.0,777-10-63874,2024-04-25 14:10:56,2024-04-25 14:12:30,0124033119800010,부산점,7.0,,,4.0,6.0,7.0,7.0,1.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,부산점 매장좀 늘려주세요,부산점 매장좀 늘려주세요
352.0,620-14-28384,2024-04-25 14:14:02,2024-04-25 14:14:37,0524032223200002,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
353.0,924-80-86072,2024-04-25 14:13:47,2024-04-25 14:15:56,0524040622700005,명동점,6.0,,,4.0,4.0,5.0,4.0,5.0,3.0,5.0,6.0,,,,불만이 있었지만 제기하지 않았다.,이벤트,,예.,없다,이벤트에 관해 매장직원과 고객센터의 안내가 달라서 여러번 오갔다 직원이 이벤트 안내에대해 잘 숙지하고 있으면 좋겠다
354.0,827-23-99373,2024-04-25 14:17:45,2024-04-25 14:18:52,0524040734400007,명동점,7.0,,,4.0,4.0,5.0,5.0,3.0,5.0,5.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
355.0,947-42-44029,2024-04-25 14:31:01,2024-04-25 14:33:09,0524041403900008,명동점,5.0,,,7.0,4.0,7.0,7.0,3.0,5.0,7.0,4.0,키오스크 사용 불편 및 고장,,,불만을 제기한 경험이 없다.,,,예.,"명품 추가 할인, 제품 종류 및 재고 충분히",면세점 좋아요
356.0,493-73-82924,2024-04-25 14:38:27,2024-04-25 14:39:31,0524040930700002,명동점,5.0,,,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
357.0,964-03-08570,2024-04-25 15:03:33,2024-04-25 15:04:54,0124041603200004,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
358.0,698-87-75909,2024-04-25 15:34:42,2024-04-25 15:36:44,0524032026200009,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,라운지 이용객이 많아져 불편해요,카카오프렌즈 주류 라운지 직원분들 정말 친절해요
359.0,585-02-44729,2024-04-25 17:49:42,2024-04-25 17:54:06,0524041326200019,명동점,6.0,,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,명동점 면세점에 프라다 입점희망,
360.0,287-41-93733,2024-04-25 18:21:21,2024-04-25 18:26:07,0524033138900005,명동점,5.0,,,2.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,인도 상품 및 과정에 대한 설명 부족,,,불만을 제기한 경험이 없다.,,,아니오.,,
361.0,377-34-52719,2024-04-25 19:47:45,2024-04-25 19:58:31,0524040739300102,명동점,4.0,타 면세점이 익숙함,,4.0,4.0,7.0,7.0,1.0,7.0,4.0,4.0,"기타: 인도장소가 탑승게이트와
멀어 걸음이  느린사람은
탑승시간에 겨우 맞추웠다",,,불만을 제기한 경험이 없다.,,,예.,,클라란스 uv선크림을 사려고 했는데 지난번도 없었고  이번에도 준비되어 있지 않았네요  삼성현대면세점에는  있더군요
362.0,186-64-96195,2024-04-26 08:45:01,2024-04-26 08:47:16,0524032313600023,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,세일제품 구매시도 페이백,겐죠스쿠 매장은 직원들의 친절과 친밀도로방문시 즐거움이 있네요 감사합니다
363.0,291-60-50305,2024-04-26 14:03:50,2024-04-26 14:04:31,0524031726200003,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
364.0,939-46-20015,2024-04-26 14:12:42,2024-04-26 14:14:03,0524040634400005,명동점,6.0,,,7.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
365.0,399-19-18320,2024-04-26 14:52:57,2024-04-26 14:54:16,0524040505400003,명동점,5.0,,,5.0,3.0,5.0,5.0,7.0,7.0,6.0,4.0,인도 상품 및 과정에 대한 설명 부족,,,불만을 제기한 경험이 없다.,,,예.,,
366.0,403-89-49177,2024-04-26 15:52:57,2024-04-26 15:55:34,0524041009200060,명동점,4.0,"기타: 직원들의 미숙한 응대능력
결제 및 적립금지급에 대해 이해가 부족해 설명이 미숙함",,4.0,5.0,4.0,4.0,4.0,2.0,2.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
367.0,926-35-87786,2024-04-26 23:13:36,2024-04-26 23:21:42,0524041404200002,명동점,7.0,,,6.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,직원 불친절,,,불만을 제기한 경험이 없다.,,,예.,이벤트가 많으면 좋겠어요.,"다양한 방법으로 이벤트, 포인트 사용기간을 늘려주세요."
368.0,406-77-97804,2024-04-27 14:02:07,2024-04-27 14:03:13,0524031612800015,인천공항점,7.0,,,7.0,4.0,6.0,5.0,7.0,7.0,4.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
369.0,657-36-02325,2024-04-27 14:25:50,2024-04-27 14:26:43,0524040634200041,명동점,7.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
370.0,741-57-88028,2024-04-27 14:36:34,2024-04-27 14:38:44,0124040716900003,부산점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
371.0,276-21-46246,2024-04-27 15:07:42,2024-04-27 15:08:16,0524031725600022,인천공항점,7.0,,,7.0,7.0,7.0,7.0,5.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
372.0,854-42-28357,2024-04-27 15:53:52,2024-04-27 15:56:23,0524031625600004,명동점,5.0,,,5.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
373.0,298-73-95366,2024-04-27 15:53:53,2024-04-27 15:56:45,0124041216100003,부산점,6.0,,,6.0,5.0,5.0,6.0,4.0,4.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,
374.0,197-34-39491,2024-04-27 16:37:08,2024-04-27 16:41:04,0524040937400015,명동점,6.0,,,3.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,"인도 시 장시간 대기, 키오스크 사용 불편 및 고장",21분 ~ 30분,10분,불만을 제기한 경험이 없다.,,,아니오.,,명동점 직원들의 성의없는 대응에 실망했어요
375.0,621-92-92160,2024-04-28 13:06:40,2024-04-28 13:08:17,0124041420100005,부산점,7.0,,,7.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
376.0,458-14-18881,2024-04-28 14:10:03,2024-04-28 14:11:10,0524040535900012,명동점,6.0,,,6.0,7.0,6.0,6.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,명동점 세일이나 할인정보,
377.0,439-12-53502,2024-04-28 14:11:42,2024-04-28 14:13:12,0124040702000003,부산점,6.0,,,6.0,5.0,7.0,7.0,5.0,7.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,명품브랜드 입점,입점브랜드가 작다
378.0,293-18-96004,2024-04-28 14:04:56,2024-04-28 14:15:29,0124032015600002,부산점,7.0,,,4.0,7.0,1.0,3.0,4.0,1.0,5.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,특별히 없으나 많이 아쉽습니다.,"신세계 면세점에 애정을 갖고 있는 사람입니다. 인터넷면세점에서도 구매를 많이하고 있구요. 그러나 부산점 오프라인 매장은 많이 아쉽습니다. 매장에 각각 담당 직원분들이 있지 않고, 제품에 궁금한 것이나 구매를 하려면 직원분들을 찾으러 다녀야 할 정도로 직원분들이 상주하고 있지 않으며, 그나마 카운터로 보이는 곳에 가야 물건을 계산할 수 있었습니다. 그곳에 무뚝뚝한 안경쓰신 직원분은 저의 물음에 응대도 안해주시며 심지어 먼저온 저희 보다 뒤에 온 분을 먼저 계산해주시더군요. 정말 불쾌했습니다. 모든 직원분들이 그러신 것은 아닙니다. 친절하신 분들도 있습니다. 그러나  그 분은 매번 그러신 것 같습니다. 신세계 면세점의 애정을 갖고 있는 사람으로서 부산점은 너무 아쉬운 마음이 듭니다."
379.0,550-89-07639,2024-04-28 14:25:48,2024-04-28 14:27:59,0524041910400026,명동점,7.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
380.0,763-93-49658,2024-04-28 14:37:03,2024-04-28 14:37:45,0524041213800012,명동점,6.0,,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
381.0,611-26-46034,2024-04-28 14:52:35,2024-04-28 14:54:02,0124041417100005,부산점,5.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
382.0,608-45-59205,2024-04-28 16:03:22,2024-04-28 16:05:19,0524041808100001,명동점,6.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,만족합니다,만족합니다
383.0,193-01-71591,2024-04-29 14:02:28,2024-04-29 14:03:47,0524031833900005,명동점,6.0,,,5.0,7.0,4.0,4.0,4.0,3.0,4.0,6.0,,,,불만을 제기한 경험이 있다.,"이벤트, 결제오류",아니오.,예.,,
384.0,186-32-58305,2024-04-29 14:07:22,2024-04-29 14:09:51,0524032939500006,명동점,4.0,기타: 굳이 기대같은 건 안 함,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,좀 더 다양한 브랜드가 입점하고 제품 품절이 금방 풀리길,명성에 비해 일반 브랜드가 많이 없다 화장품 빼곤 롯데에 비해 너무 선택폭이 좁아요
385.0,959-30-96102,2024-04-29 14:09:51,2024-04-29 14:12:00,0524041303900008,명동점,5.0,,,6.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
386.0,965-41-57618,2024-04-29 14:18:46,2024-04-29 14:20:13,0124041803600012,부산점,5.0,,,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 상품,
387.0,122-47-37944,2024-04-29 14:27:38,2024-04-29 14:30:41,0124032511300004,부산점,7.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,빨리 정상매장으로개장하면좋겠너모,
388.0,316-79-05768,2024-04-29 14:30:37,2024-04-29 14:31:47,0524041513700001,명동점,7.0,,,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
389.0,421-69-39290,2024-04-29 14:32:30,2024-04-29 14:33:42,0124041506700001,부산점,7.0,,,6.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,
390.0,993-79-33536,2024-04-29 14:32:43,2024-04-29 14:34:33,0524031816400002,명동점,6.0,,,4.0,5.0,7.0,7.0,4.0,7.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,명동점 안다르 제품 사이즈 입고가 되지 않아 구매할 수 없음이 매우 아쉬웠습니다,명동점 구매 물품 수량좀 많이 늘려주세요
391.0,373-42-36215,2024-04-29 14:41:04,2024-04-29 14:43:12,0524041420100017,명동점,5.0,,,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,"인도 시 장시간 대기, 키오스크 사용 불편 및 고장",10분 이하,5분이내,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
392.0,965-81-40806,2024-04-29 15:03:11,2024-04-29 15:05:38,0524041001400008,명동점,6.0,,,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 있다.,기타: 통화했습니다.,예.,예.,보다 높은 할인과 상품의 다양성과 사이즈,보다 높은 할인과 상품의 다양성과 사이즈
393.0,170-11-90200,2024-04-29 15:16:15,2024-04-29 15:17:30,0124041919800009,부산점,7.0,,,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
394.0,794-31-45348,2024-04-29 15:19:52,2024-04-29 15:21:30,0524032811300004,명동점,6.0,,,5.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,면세구매한도 총액이온라인만 집계되더라구요 오프라인까지 합산해서 보여줬음 좋겠어요,
